date,total_purchase_amt,total_redeem_amt,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,mfd_daily_yield,mfd_7daily_yield
2014-04-08,1.8055385698109894,1.6322996183274634,2.713,3.591,4.21,4.437,5.5,5.0,5.0,5.0,1.4263,5.368
2014-04-09,1.9509781648811306,1.888980480745299,2.74,3.67,4.182,4.401,5.5,5.0,5.0,5.0,1.4239,5.36
2014-04-10,1.9673652386798386,1.8732107177932207,2.74,3.708,3.715,4.375,5.5,5.0,5.0,5.0,1.4202,5.351
2014-04-11,1.2103922108863685,1.8089840721094315,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,1.4106,5.339
2014-04-12,0.9040771305477225,0.8049708950517978,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,1.4099,5.327
2014-04-13,1.0594587923184726,1.1682296077757421,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,1.4097,5.315
2014-04-14,1.5769422250954936,2.7158972038872027,2.639,3.57,3.7,4.165,5.5,5.0,5.0,5.0,1.4048,5.3
2014-04-15,2.1816956666344396,1.8626223829079689,2.449,3.444,3.388,4.102,5.5,5.0,5.0,5.0,1.4022,5.287
2014-04-16,1.9738814911589542,1.6708163522967345,2.298,2.726,3.003,4.085,5.5,5.0,5.0,5.0,1.3958,5.272
2014-04-17,1.8107423886265195,1.7323630678496875,2.181,2.721,2.764,4.06,5.5,5.0,5.0,5.0,1.3866,5.253
2014-04-18,1.2178760600206022,1.475202103350617,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,1.3841,5.239
2014-04-19,1.3676495514673472,0.9556531948248579,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,1.3835,5.224
2014-04-20,0.9733808141039044,1.051514575951678,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,1.383,5.21
2014-04-21,1.532570475583301,1.930144442069556,1.98,2.713,2.994,3.767,5.5,5.0,5.0,5.0,1.3866,5.2
2014-04-22,1.4517220070681383,1.7550085420904051,1.9262,3.029,3.311,3.808,5.5,5.0,5.0,5.0,1.3813,5.188
2014-04-23,1.5964039755299217,1.8180819725990565,1.963,3.08,3.715,3.9511,5.5,5.0,5.0,5.0,1.3654,5.171
2014-04-24,1.620230051381106,1.4659563058792933,2.303,3.521,4.147,4.32,5.5,5.0,5.0,5.0,1.3515,5.152
2014-04-25,1.124370245720123,1.4870282667020858,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,1.344,5.13
2014-04-26,0.7716701524008373,1.0323537199090882,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,1.3441,5.109
2014-04-27,0.7473052194211417,1.252977751287666,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,1.3439,5.087
2014-04-28,1.6537095328309723,2.139650339230745,2.406,4.025,4.543,4.6,5.4982,5.0,5.0,5.0,1.3506,5.067
2014-04-29,1.6825651183113297,2.0081185473470056,2.604,4.0738,4.885,4.593,5.5,5.0,5.0,5.0,1.346,5.048
2014-04-30,1.32368782805466,1.840051650407705,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,1.3511,5.04
2014-05-01,0.9824681856089613,0.9359872313843023,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,1.3364,5.032
2014-05-02,0.6378762380449917,0.7914350143874586,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,1.3362,5.028
2014-05-03,0.9420049518975097,1.3029405025060616,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,1.3361,5.023
2014-05-04,1.5425093818166185,2.6978453891364604,2.4,3.683,3.708,4.5,5.482,5.0,5.0,5.0,1.3543,5.029
2014-05-05,1.8877514339398898,2.01955983121372,2.37,3.14,3.158,4.058,5.4655,5.0,5.0,5.0,1.3378,5.022
2014-05-06,1.6184174241478053,2.227031588296065,2.37,3.092,3.158,3.941,5.4474,5.0,5.0,5.0,1.3831,5.042
2014-05-07,2.123912995826743,1.5628192315512308,2.37,3.1125,3.092,3.882,5.4167,5.0,5.0,5.0,1.3393,5.036
2014-05-08,1.9992818665094854,1.7835874515512196,2.23,3.204,3.106,3.79,5.3992,5.0,5.0,5.0,1.3221,5.028
2014-05-09,1.4325365557790337,1.617471661370088,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,1.3244,5.022
2014-05-10,1.461856948791946,0.9613553733024148,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,1.3117,5.008
2014-05-11,0.928414306379903,0.9985516176265834,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,1.3115,4.985
2014-05-12,1.6545814604617068,1.9191607228550018,2.2135,3.18,3.198,3.66,5.3764,5.0,5.0,5.0,1.3083,4.969
2014-05-13,1.4007918451556685,1.6838983440251847,2.35,3.181,3.2498,3.617,5.3414,5.0,5.0,5.0,1.3022,4.924
2014-05-14,1.5546573834361008,2.064573716868494,2.3666,3.236,3.233,3.5675,5.3198,5.0,5.0,5.0,1.2986,4.902
2014-05-15,1.594825177072305,1.5558637317571689,2.35,3.1355,3.202,3.651,5.2665,5.0,5.0,5.0,1.2971,4.888
2014-05-16,1.1805562850953415,1.8417422252692293,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,1.2986,4.874
2014-05-17,0.870191501059665,0.9522545087360808,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,1.2818,4.858
2014-05-18,0.8367840589246276,1.001779706084504,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,1.2816,4.842
2014-05-19,1.3185303118662095,1.9181063080605663,2.396,3.1,3.1318,3.736,5.2142,5.0,5.0,5.011,1.3283,4.853
2014-05-20,2.310323489298798,1.6977547171158964,2.427,3.361,3.579,4.095,5.1772,5.0,5.0,5.003,1.3308,4.868
2014-05-21,1.5155978755980122,1.6336614940568368,2.528,3.353,3.925,4.2,5.1215,5.0,5.0,5.0026,1.323,4.882
2014-05-22,1.7539654436542094,1.6394379115569913,2.51,3.419,3.919,4.203,5.0935,5.0,5.0,5.0014,1.2887,4.877
2014-05-23,1.2700202688757625,1.4951010993682168,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,1.281,4.867
2014-05-24,0.8146639025487774,1.008111659459499,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,1.2488,4.849
2014-05-25,0.8496289105012714,1.5081846318942516,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,1.2486,4.831
2014-05-26,1.7552597542517332,1.7935117092063688,2.5025,3.195,3.822,4.1,5.0413,5.0,5.0,5.0012,1.249,4.788
2014-05-27,1.521958674818813,2.102051679056094,2.541,3.247,3.39,4.0,5.0197,5.0,5.0,5.0002,1.2548,4.746
2014-05-28,1.4053382358814102,2.7152750089304236,2.51,3.2,3.33,3.94,4.9768,5.0,5.0,5.0001,1.2597,4.712
2014-05-29,1.631380607487719,2.04891998380909,2.51,3.215,3.349,3.877,4.9418,4.999,5.0,5.0001,1.2381,4.684
2014-05-30,1.1529735892675335,2.0422239060151077,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,1.279,4.683
2014-05-31,0.7472325337627606,0.9327183117903933,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,1.2376,4.677
2014-06-01,0.9338380550400824,0.9782057250214546,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,1.2364,4.67
2014-06-02,0.8052290577678507,1.112570149216975,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,1.2305,4.66
2014-06-03,1.3786327911123344,2.5176539951778,2.521,3.18,3.38,3.716,4.883,4.9958,4.998,5.0,1.2473,4.656
2014-06-04,1.3968183641939393,1.9846180479653683,2.561,3.152,3.334,3.931,4.855,4.9868,4.9967,5.0,1.2611,4.657
2014-06-05,1.9341579747412094,2.3219391634876727,2.576,3.07,3.448,3.878,4.8393,4.9733,4.9967,5.0,1.2818,4.681
2014-06-06,1.5339915814821066,1.7945203766759128,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,1.2476,4.664
2014-06-07,0.9557843195537588,0.9545343995008443,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,1.2474,4.669
2014-06-08,1.537846074158375,1.1067975510667654,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,1.2473,4.675
2014-06-09,1.8632729531570755,1.8771625240996086,2.58,3.13,3.158,4.161,4.8181,4.9603,4.9938,5.0,1.2719,4.698
2014-06-10,1.8017798428561715,1.9468240264088528,2.57,3.13,3.132,4.159,4.8095,4.9615,4.9946,5.0,1.2628,4.706
2014-06-11,1.6675737597973914,1.606918301284243,2.592,3.15,3.223,4.381,4.7941,4.9606,4.9926,5.0,1.2723,4.712
2014-06-12,1.691512553892647,1.543852313611381,2.597,3.154,3.25,4.719,4.7862,4.9601,4.9925,5.0,1.2625,4.702
2014-06-13,1.1039943313940093,2.5253348580787667,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,1.2801,4.719
2014-06-14,0.9240907616787752,1.5010775920462358,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,1.2678,4.73
2014-06-15,0.8452347922092761,0.7614135658322024,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,1.2677,4.742
2014-06-16,1.9711365464319899,3.214452980361503,2.6,3.006,3.237,5.058,4.7777,4.951,4.9889,5.0,1.2581,4.734
2014-06-17,1.3759010022757858,3.2811168544413616,2.6,3.031,3.568,4.941,4.7825,4.9347,4.9867,5.0,1.2436,4.724
2014-06-18,1.7062589787361675,2.7546342000942157,2.639,3.074,4.511,4.972,4.7767,4.9277,4.9842,5.0,1.2244,4.697
2014-06-19,1.723289764909124,1.8604233774875867,2.698,3.093,4.03,5.233,4.7692,4.9216,4.9805,5.0,1.193,4.66
2014-06-20,1.2803838279122812,1.871044467379115,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,1.2332,4.634
2014-06-21,0.9058946944207538,1.508178214080584,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,1.1774,4.585
2014-06-22,0.7490501841542201,2.3587629656974194,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,1.1773,4.535
2014-06-23,1.1818807651777332,2.4403336516212004,2.755,3.448,4.603,5.526,4.7761,4.9136,4.9777,5.0,1.1818,4.494
2014-06-24,1.2491773229845553,2.7974062122059817,2.971,3.483,4.697,5.638,4.7679,4.9081,4.9747,5.0,1.1875,4.463
2014-06-25,1.3469555394164192,3.573187493534036,2.995,3.464,5.06,5.492,4.7582,4.9059,4.9722,5.0,1.1376,4.416
2014-06-26,1.514724125990965,2.733884873145286,2.974,3.552,5.147,5.035,4.7478,4.9033,4.9677,5.0,1.1175,4.375
2014-06-27,1.3450190635977168,2.607893613097605,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,1.1403,4.324
2014-06-28,0.7828704515143832,1.8502644028241357,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,1.1247,4.296
2014-06-29,0.8081917439321611,1.7051327806474987,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,1.1245,4.267
2014-06-30,1.7001080426864215,2.9807107550400436,2.913,3.867,5.394,5.004,4.7499,4.9007,4.9658,5.0,1.1234,4.235
2014-07-01,1.956480675846947,2.4428466990102713,3.017,4.421,4.711,5.001,4.7499,4.9004,4.9654,5.0,1.1619,4.221
2014-07-02,1.9571273552943536,2.147656062327508,3.02,3.927,4.089,4.891,4.75,4.9001,4.9672,5.0,1.1374,4.221
2014-07-03,1.5160809588762083,1.886888012337558,2.96,3.393,3.5,4.132,4.75,4.9001,4.9654,5.0,1.1345,4.23
2014-07-04,1.0771536074283623,1.726832897224505,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,1.1211,4.22
2014-07-05,0.862048223733154,1.7793283148859602,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,1.121,4.218
2014-07-06,1.0156704925505826,1.2765818627780556,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,1.1209,4.216
2014-07-07,1.3852254190063307,2.0736299962369285,2.952,3.421,3.446,4.047,4.7495,4.9,4.9641,5.0,1.1216,4.215
2014-07-08,1.1412294862071075,2.2227510893863296,3.253,3.52,3.782,4.046,4.75,4.9,4.9607,5.0,1.1183,4.191
2014-07-09,1.4148590392654776,1.7604453377704474,3.351,3.736,4.023,4.1,4.749,4.9,4.9628,5.0,1.1169,4.18
2014-07-10,1.4407655372427202,2.1284502097724096,3.3,3.711,4.069,4.1545,4.7438,4.9,4.9608,5.0,1.1305,4.178
2014-07-11,1.0619934565501985,1.5672441214752804,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,1.12,4.177
2014-07-12,0.9040887850889417,0.9733237144038707,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,1.113,4.173
2014-07-13,0.914855453840024,1.3022350457204914,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,1.1125,4.169
2014-07-14,1.296745958957052,1.8590981544600742,3.255,3.7035,4.299,4.313,4.7461,4.9001,4.9618,5.0,1.1284,4.172
2014-07-15,1.703955059152624,1.7087326518107055,3.218,3.646,4.18,4.417,4.7485,4.9001,4.9618,5.0,1.1341,4.181
2014-07-16,2.009722014712296,1.532805989701753,3.2472,3.65,4.391,4.492,4.7487,4.9,4.9608,5.0,1.1377,4.192
2014-07-17,1.2876551928760156,1.947407440273887,3.2465,3.641,4.4,4.588,4.7448,4.9,4.9616,5.0,1.1133,4.183
2014-07-18,1.063462101780676,1.3623737921926036,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,1.1215,4.184
2014-07-19,1.0703755756319138,1.0149957276163928,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,1.1131,4.184
2014-07-20,0.8980068500303967,1.1390335435943149,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,1.1129,4.184
2014-07-21,1.9242135822216764,2.834750771355262,3.318,3.694,4.991,5.03,4.7467,4.9,4.9607,5.0,1.1428,4.192
2014-07-22,1.237132771958681,2.4094119267891854,3.253,3.848,5.159,5.115,4.7465,4.9,4.9605,5.0,1.1166,4.182
2014-07-23,1.351020343123842,2.0131765940886153,3.295,4.202,5.15,5.271,4.7525,4.9,4.9604,5.0,1.1266,4.176
2014-07-24,1.4099678217099074,2.269558483015834,3.313,4.101,5.273,5.278,4.7465,4.9,4.9604,5.0,1.1215,4.181
2014-07-25,0.9244294965933904,1.716257809281198,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,1.1244,4.182
2014-07-26,0.6527970789505748,1.8453880722654437,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,1.1221,4.187
2014-07-27,0.770554756823646,1.087768178594318,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,1.122,4.192
2014-07-28,1.8920193727382397,2.2588804815457304,3.304,4.013,4.628,4.398,4.7465,4.9,4.9602,5.0,1.1276,4.184
2014-07-29,1.1608383434161824,1.9813619052395643,3.2503,3.907,4.6,4.141,4.739,4.9,4.9601,5.0,1.1156,4.183
2014-07-30,1.068336025829232,1.6329693756164578,3.2502,3.914,4.525,4.144,4.7316,4.9,4.959,5.0,1.1162,4.178
2014-07-31,0.9757696744267267,1.8097475830141587,3.204,3.98,3.979,4.2,4.7215,4.9,4.9588,5.0,1.1156,4.174
2014-08-01,1.907908120747419,1.648789593160624,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,1.1173,4.171
2014-08-02,0.9623502285213791,1.1245878415427573,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,1.118,4.168
2014-08-03,0.8846529494684386,0.8299755393160423,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,1.1178,4.166
2014-08-04,1.6827370355176112,2.1081997160414514,3.182,3.842,4.086,4.105,4.7081,4.9,4.9551,5.0,1.1451,4.176
2014-08-05,2.009165904791325,1.447478388779609,3.145,3.738,3.998,4.056,4.7049,4.899,4.9543,5.0,1.1203,4.178
2014-08-06,1.4699023737760892,1.8433853814322112,3.051,3.559,3.9799,4.104,4.6982,4.8949,4.9505,5.0,1.1162,4.178
2014-08-07,1.260351982107419,1.6560930781718561,3.04,3.511,3.977,4.161,4.6941,4.8901,4.9491,5.0,1.1186,4.18
2014-08-08,1.1904107035387987,2.034693440627513,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,1.1397,4.192
2014-08-09,0.8156283794511587,1.0681886630385757,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,1.1173,4.191
2014-08-10,1.320855825431584,1.2398799794415818,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,1.1172,4.191
2014-08-11,1.6873662142005639,2.7329788515216022,2.955,3.42,3.616,4.166,4.6916,4.8914,4.9467,5.0,1.1235,4.179
2014-08-12,1.315556841434282,2.0223285465409595,2.916,3.39,3.586,4.154,4.6905,4.8904,4.9457,5.0,1.1146,4.176
2014-08-13,1.3308906856911666,1.9845963658095291,2.892,3.36,3.579,4.22,4.6882,4.8871,4.9442,5.0,1.1138,4.175
2014-08-14,1.3115311236991578,1.3837108616031715,2.888,3.353,3.598,4.233,4.6834,4.8851,4.9391,5.0,1.1367,4.185
2014-08-15,1.2446012818845156,1.5441664926849394,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1129,4.17
2014-08-16,1.0945076671638712,1.4312073051354928,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1128,4.168
2014-08-17,0.7632873106357801,0.9111864555326535,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1126,4.165
2014-08-18,1.5191574676668802,1.692063533143137,2.858,3.276,3.51,4.31,4.6805,4.881,4.9382,5.0,1.1122,4.159
2014-08-19,1.3558047053311857,1.664387028348965,2.835,3.237,3.477,4.363,4.6791,4.8801,4.9382,5.0,1.122,4.163
2014-08-20,1.5694376318957535,1.3217743960781845,2.833,3.246,3.462,4.286,4.6804,4.88,4.939,5.0,1.124,4.169
2014-08-21,1.281304928546186,1.4360974898148382,2.848,3.312,3.98,4.238,4.6786,4.88,4.94,5.0,1.1168,4.158
2014-08-22,1.253581060090046,1.1709356922926941,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.104,4.153
2014-08-23,0.7196909596349749,1.3016966871271964,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.0997,4.146
2014-08-24,0.66260639075699,1.2475247250025603,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.0993,4.139
2014-08-25,1.5755220708993989,2.039685716204436,2.841,3.363,3.886,4.199,4.6758,4.88,4.9394,5.0,1.1122,4.139
2014-08-26,1.562141568465409,1.863833391050131,2.823,3.318,3.876,4.2,4.6695,4.873,4.9363,5.0,1.1085,4.131
2014-08-27,1.537965836020371,3.056551639119404,2.861,3.349,3.9828,4.178,4.668,4.8729,4.9365,5.0,1.1079,4.123
2014-08-28,1.247304377138796,1.9448904299011984,2.876,3.538,4.05,4.133,4.6689,4.8727,4.9373,5.0,1.1043,4.116
2014-08-29,1.3616713672722498,1.7873015637149898,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1169,4.123
2014-08-30,1.0163817096561554,1.2820880988102523,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1206,4.134
2014-08-31,1.400021932930497,1.9125674475981598,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1204,4.146
